,y,x1,x2,x3,x5,x6,x7,x8,x9,x10,x11,x12,x13
0,2,-0.03164564861917966,1.1933555306340224,-1.16295013292774,0.17037668840105816,0.9814207220420113,4,1.2272419395735472,0.3149538203124736,-0.2767599437724735,-0.4691021364056672,2,-0.6348955008910147
1,0,-0.031693833405496356,0.03417584898415176,0.6449270217769313,-0.39148857193124137,0.23205768923512507,0,-0.33450684405028996,-0.3952423692427346,-0.044736858302676534,0.7435638561141649,2,-1.5695863649619661
2,1,-0.0316125962895011,-0.4035441789321053,1.4699410835115658,-0.053170349453382226,-0.279860373872055,3,0.877500127647371,0.07538307756442975,-1.3603779932191413,-0.8481791194750855,2,1.3564018020745656
3,2,-0.03165330603353252,1.8840462729645473,0.389721313539293,-0.16414369466886686,1.6415987120195286,4,-0.917082596132121,-0.6064001204925834,0.03877176728607358,-0.2938853704851853,2,-0.3423231683817475
4,1,-0.031610560486230094,-1.3819140545002497,-0.5312212602848051,-1.0059980967609419,-1.569459762251143,3,-1.4436442670102898,1.111803561258581,0.40478190516996554,-0.8549370010093684,2,0.7249159559954576
5,2,-0.03165223677061282,-0.7982692379341126,0.16494287961851722,0.92141734565687,-0.46751867800450164,4,0.6629687610491717,1.1381232647233408,-0.36446764842228346,-0.12110428948187532,2,-0.38595023277733453
6,1,-0.03163468353812424,0.5031266615872524,-0.5462331875534943,-1.520617279427242,-0.5876644490795689,1,0.04303319208604907,1.0268789371853995,0.47035017318733713,-2.095626082419669,2,-0.0637792467437767
7,1,-0.03166433401240675,-1.0807726734920073,0.8240218465085265,1.788853420742011,-0.9864567743659263,0,-1.190229090216167,0.8066478896814123,-0.5864372310563936,-1.130718569867031,2,-0.5490846580419628
8,2,-0.031638675811236514,0.1332884218746307,-1.3375513913564678,-0.48832153394234235,0.1859454837233992,1,0.15975056469224144,-0.5273267008541571,-1.9266528849831712,1.1683086601462578,2,-0.4692994826753131
9,2,-0.031639615485685314,0.7736213917675179,-1.4703736729142338,-0.28455192394808815,0.40802349856122905,4,1.5906410762039258,1.3990412588157664,0.996698661763481,-0.8188797113482695,2,-0.5461159646247383
10,2,-0.03162530480959439,-1.8739857003077907,1.298178486888844,0.18855376883777375,-1.19867952442518,1,-0.08873361450213448,-0.22659336815991094,0.27783805690395097,-1.39435730869921,2,0.8837841676217785
11,1,-0.031605618740516345,1.1859655580939428,0.28006475026767397,-0.6174480738121042,1.5857446509902,3,-0.36428332881310016,-0.4204118359382691,0.39695896335757985,-1.350337007388234,0,1.168220309251059
12,2,-0.031595361971078734,-0.34695111716377536,-0.9326327748813457,-1.1113582831030657,0.6271188498354622,3,0.03269494897573285,-0.4606844115166761,-1.5637553064641747,0.6375225758162447,2,1.0785908151184405
13,2,-0.031656051412699115,-1.0853914063295569,1.6833354235090874,1.4359409851934104,-1.972867844459112,4,-0.8616253586395743,1.45686030337068,1.8545123531778103,-0.0982576666575464,2,0.01947145731462592
14,0,-0.03167417135769584,-0.9113602699123524,1.1813192609849743,-2.0008409353801766,-0.06147950094195332,0,-0.3512780974021779,0.0875141460994901,-1.5485312481332083,-0.9865402605946024,2,-0.7440288591063663
15,0,-0.0317056939112788,-0.10313636137453255,1.763674853024906,-1.8131703427503727,-0.2787489631145171,0,-0.2660517020377567,0.7595167594542078,-0.791955627232104,1.5685135572675535,2,-1.5647884143976138
16,1,-0.031602177376440145,-1.0608441997488147,3.153429491318637,2.2759084104727387,0.739893018947268,3,0.9923564699558877,0.8814775786308952,0.3224045383236931,-0.4677698828601578,2,2.281654848967799
17,2,-0.03166947235331295,-0.7106763281208166,1.146492649802788,-0.6365805855464143,-0.7844181759420708,0,-1.561262847201577,0.5811228953078846,0.2631444758364065,0.4541749953183976,2,-0.6035558708675495
18,2,-0.03162857454796399,1.4306089688922754,-0.006428075904413441,-0.037859562909445754,2.8948731141088833,1,0.9906932657134768,1.4203670771768708,1.5281346190346075,-0.5648311640688803,0,0.32280376368258823
19,2,-0.03166960067750609,-0.0027740137162460756,0.8703091130319718,-1.672554741527049,0.04154147172615239,0,-1.4548544101419578,-0.8018832166388268,-1.0794551301296038,1.6053895218173049,2,-0.7039946117786511
20,0,-0.031644153610722606,-0.16407646581349752,0.2480237968328748,-1.983404314199095,-0.17562592211153544,4,0.27026206067586983,-0.49231235050649474,-0.8077932496267864,1.0694829057303148,0,-0.09446601058005152
21,0,-0.031616011419813676,-1.165770942211268,-1.8637668513097851,-0.9614749982930848,-1.2512220350340895,1,0.24261770117535736,0.7283103358021799,0.07536830716983112,1.7822792320754688,2,0.08334558566641438
22,1,-0.031671978467912525,-0.18782218640184145,1.2184809954162918,2.755773779689075,0.15414552694649822,0,-0.31509790996153897,0.015006363671735428,-0.1395836364855202,-0.58089956561014,2,-0.6598460756486415
23,1,-0.0316408585867977,0.08878557253400444,-0.5816487327203291,-0.36153580075168507,0.0029029365125640893,4,-1.8825983029699247,1.9144973623116843,-0.38947038401873174,0.35323899196586506,2,-0.2766752149175926
24,1,-0.03164250783714208,-0.4819132075786477,-1.5554893570455517,0.8326816638928733,-1.5132768143649922,4,-0.029971949197573084,0.5478589052612175,-0.4980137016655808,-0.9775246669450285,2,-0.6697252960661269
25,0,-0.0316552350053324,-1.0431979234077056,-0.437704432862477,-0.2710564568695801,0.12760775987875636,4,0.00990831816560992,-0.47962402440621965,1.0251782603876556,0.5184689412322224,2,-0.6934173583308363
26,1,-0.031614111842471836,-0.3467337650302436,0.3114696549990528,-0.7674507875342845,0.19432642810932282,3,2.512569108865067,-1.0098188760692928,0.6851359432420997,-0.919846224323982,0,0.9033373046242994
27,2,-0.03170662600006101,0.12705313254393852,-0.1449983531523484,-1.5083399872531655,-0.9895188244122042,0,-2.1654382737619424,-1.632889988601497,1.5728417088856177,-1.072012969932271,2,-2.2604337611556153
28,1,-0.03157404466761445,0.8050151905545103,-0.7124421367009813,0.8398951701897049,0.9889284151184408,2,-0.5409639768373138,-0.3002299543736135,1.408687756672129,-0.5349113936040792,2,1.8476897670503394
29,2,-0.03164570298312355,-1.3112066885607017,-0.5016155488765273,-0.7276331882070748,-0.09162368250864475,4,0.2502523215303889,-0.7784641102442874,-1.290271907647199,0.5998635309382168,2,-0.4061110691239071
30,2,-0.03159812410192571,0.5516369408898703,-1.2626183758197211,0.10234998001240064,0.5286569294584814,3,-1.4137139175378293,-0.6807511394822023,0.5979906723173635,-0.329368062243068,2,0.8738495151695316
31,0,-0.03160165554579266,0.5719593653750892,-0.6740789769409808,0.2493669709296008,1.1162189696348233,3,0.16616159426100596,0.8998885112662606,0.7102920698544765,1.5226219990682284,2,0.9643248610918436
32,2,-0.0316088360113587,-0.5036484209318228,-0.17263702505190043,-0.68425660729633,-1.2919926643539752,3,0.6466957362809135,0.969638583178978,0.25420305786620456,-1.1304948326303805,2,0.9059261859514915
33,2,-0.03164842750170702,-1.0780829408395518,1.4869112162792109,0.8176336209557757,-0.93419778690945,4,0.4396671060009027,-0.7378843285722363,0.745169352101362,-0.6585058771046663,2,0.19860521024206867
34,1,-0.0316747282720513,-0.347942786273014,0.3937172306251328,-1.3275723857484751,0.10520943083653828,0,-0.09565752643640012,1.1226057848304367,-0.3849517403411524,0.3362349619804309,0,-1.0366730479569908
35,2,-0.0316538408230271,-0.6496275476150858,-0.07745645912294033,-0.8092986783688798,-0.865199592533321,4,0.6470840615005072,1.4157804187554874,2.107083443489781,-0.6670536565321529,2,-0.5225532437744723
36,1,-0.03168081197665624,-0.6294002146882871,0.40906190559514827,-1.672554741527049,-0.6612216957468228,0,-0.43624805158384855,0.00919802520353516,0.12743816578544065,-0.512283423079204,0,-1.2289051853947321
37,2,-0.03167961533775172,-0.5850060414144268,-1.7072988702683838,0.05574881847227777,-1.363463180619321,0,-0.34550450734482197,0.10225289426664524,1.2271814457816572,-0.7644149490354749,2,-1.9278128100503615
38,2,-0.031637177326015606,-1.2984372507157111,0.5791401510217756,-0.006043700699582662,-1.002504184793642,1,0.1771446037736665,-0.5285483809009741,0.3717069673602471,1.2516762054845334,0,0.24752911351486112
39,2,-0.03164411441811189,1.2011258694077827,-1.0512116880203888,-0.46044682583505225,1.026591630687659,4,1.1876987091934077,0.8317030471328001,1.7258556385672539,-0.6528971913768153,2,-0.5461139115864139
40,2,-0.03165235181988943,0.4759848139124749,0.48064683142916803,-0.8480414174862961,-0.4832258606492976,4,-1.237538824988181,0.036617955143206295,1.8566534361084879,-0.19730207337294337,0,-0.2796377492198435
41,2,-0.03162290521039652,1.5540106427049276,-0.23061757584054077,-0.45855984902230496,0.5295188398418781,1,0.0514957511168182,-1.1903488942156057,0.7509151239063744,-0.34099731361169483,0,0.4287795489548615
42,2,-0.03161892905682574,-0.28901318906921775,1.6426489191796485,-0.3407073984641466,-0.6733564866709613,1,1.89279473150253,0.8902436687913893,1.4562837106564714,0.010585414035700902,2,1.210939930707218
43,1,-0.03165304021913245,-0.38271912763809435,1.2677129318629794,0.03143309194852295,-0.9109602293360298,4,0.32991760667459036,-0.7374056586123724,0.4307177694466492,-0.01199170711720814,2,-0.02762113577271413
44,1,-0.03161720363374603,0.9033941999943196,1.0553286136491304,2.5585966456482163,-0.07118733368126402,1,-0.06520696770750271,-1.090806975547175,-1.2477953788194913,-1.0420626898442902,2,1.0622342587871632
45,1,-0.031619590906235694,1.213691539627587,0.29522685570244844,-1.9821622535122232,0.9759770775152949,1,1.3495350761818308,-1.253847679339055,-0.5237578271723534,-0.8158084092815227,0,0.7197299811877751
46,0,-0.03161437639259416,0.9972223991383077,-0.5629059086588921,-1.6749910913359125,1.2917538237692288,3,0.380451173458326,0.4046722883120541,0.5638419973961415,0.24027202720617422,2,0.5899286861597
47,1,-0.03162368368943028,0.4836872301445063,-1.7707947878232568,2.966947982239679,-0.9127180728811152,1,0.31019361627560293,0.21126819154372758,0.6287008319648411,-0.6669011084162549,2,-0.13341830671075613
48,2,-0.031578375451098296,0.11648438505095711,-1.0949488703903063,1.2594250529630118,-0.27948612331084327,2,1.7598189879099508,0.3931413433087635,2.569608486854747,0.8711296755652975,2,1.5736912722628076
49,1,-0.03162305155054781,0.30699353009153774,1.1007472025452192,1.8325405168244737,0.5887524968482097,1,-1.7704602371985643,1.202207884723041,0.5872724750793156,-0.5981476725810109,2,0.888142767984688
50,1,-0.03164475509086928,1.946480673321543,-1.3331667778407597,-0.7615987708365242,2.421865768441627,4,1.0199715218926573,-0.39791434782466184,-1.3264146657755007,-0.5283518246204637,2,-0.6652147708672043
51,1,-0.031692239783373634,-0.5888640417846154,0.7150543359989461,0.13624390529452943,0.06105920553964975,0,-0.36430530948590734,0.7928379041229484,-0.8354803280019939,0.0374287974965583,0,-1.4933919536248637
52,2,-0.03167786115235285,-1.4258599389987006,2.0148875888466278,0.16230329393639215,-0.9530350651571078,0,0.7692160065082049,0.6482438546052297,-0.5113459374667547,-0.8288207635676248,2,-0.5732776616578497
53,0,-0.031625119592901825,0.04958068144821469,-0.04775651827711876,0.9825171771379748,0.2671918782846398,1,-0.09074850950946046,0.17795419120274616,0.4070252487779293,-0.3580674477806849,2,0.42060024427006065
54,2,-0.031623211797754514,-2.6258203147024664,1.2340848013395527,1.0868263890527456,-2.252909332580373,1,-0.025429276817419955,-2.0998861169070056,-1.720878837114245,0.949961456924205,2,0.9294149974220759
55,1,-0.031625519736814434,0.1470766978455512,-1.2858547661840263,2.1819178565719772,-0.2102951331910598,1,0.7903247792940454,-0.013871009130805148,-1.3076050924471903,-0.8205679104975411,2,-0.02399341705332579
56,2,-0.03167019330770842,-0.2746000257143934,-0.09871108662890311,-1.0465322695613462,0.07572302298349173,0,1.9270552735180075,0.8824920731726964,-2.0908068371966593,2.8515398257767557,2,-1.061044665907109
57,0,-0.03162223767173662,0.8601954634548838,-0.1664031588243965,-0.92836930383147,0.48373552118697466,1,-0.012196911787490047,1.163321308729912,1.4834530943529183,1.2388113143771324,0,0.47283775139859324
58,0,-0.031637068914197264,-0.2679300321166378,-0.7175216923185742,-1.3876451285846665,-0.5257429925881713,1,-0.18308198908154058,-0.27627502339713683,-0.76803302003949,0.29605887319008534,2,-0.2009632675867474
59,1,-0.03160260375411637,1.5014793489319724,-1.4758065889226157,1.4907110843279583,3.1886598046601025,3,1.9666864265893755,-1.2465961866635034,0.22748106463288437,-1.0963952437899733,2,0.6540471260721037
60,0,-0.03167807260280903,0.1286832735454267,-0.7042058949256725,0.38821502425237603,0.6150294226157131,0,-0.09367926588375279,0.610950463702394,0.28465756582046636,1.0555094983140547,2,-1.5280267101591485
61,2,-0.03161337160784046,0.7625364329573985,0.08870537530577473,-0.25865973578330487,1.4972173818744767,3,-0.672738110316433,-2.1146462980574383,0.06964810053414154,-0.5074578176796296,0,0.849724261818353
62,2,-0.03158604519215937,2.939195789702783,-0.2259296613227391,-0.721781171509315,2.067042213634601,2,-0.24369735779284185,-0.5945405364123714,-1.3722849708306397,1.0438446523850518,0,1.6275322023227732
63,0,-0.031601626151334626,-0.891377458135777,0.8990108107738142,-1.5720433690202122,-0.6776887204401396,5,-0.02219079102382692,-0.39229890620595903,-0.04159234247612924,0.49987332590425204,2,1.5136542725395064
64,2,-0.0315946327988778,1.1910461642152477,0.3329657454387215,-1.036476355154175,0.5871987899728762,3,0.5139251456345348,0.35298307697450315,0.23604539635559338,-0.6489614499866461,2,1.5434602829345714
65,2,-0.03166547217846465,0.06774316910646172,0.8107796658637059,0.1255908463263621,0.7267148628221756,0,-0.4992373329583266,1.69825999402507,-0.8809032425940074,1.9140248699022078,2,-0.5906710023429985
66,1,-0.031673755410311165,0.22513328280014164,0.2721376988343057,1.2069718747251286,0.31256692360003946,0,-0.5163676039660654,-2.2166672984582996,-1.5837408775812736,-0.09522704408837214,0,-1.0474556052372557
67,1,-0.03158590959836908,0.8524522936978151,-0.2233913558489042,0.8121637767770532,0.5871874490467788,2,-0.4696293666870383,-0.6280545779306094,2.1480963663738324,-0.22482683841814527,2,1.632822882085005
68,2,-0.03163195174994362,-1.2058995798645677,-0.6466670446255186,-0.768239018354799,-0.5782741622709834,1,0.4826466482298998,-1.0405251967781792,-1.7386210646233813,1.279765398558558,2,-0.010071764174903387
69,2,-0.031637696944177,0.8311925381367407,-0.9115901636098563,-0.7044639792404328,1.094444391527958,1,1.427544483974557,1.02242802099144,0.3140894670018685,-0.0052389105201218235,2,-0.28901602828615136
70,2,-0.031640930966699746,-0.30509724695056734,0.7522072364204939,-0.10084637120329741,-1.6777882883327973,4,-0.059689818832897396,-0.4601414426069796,-1.7828168510879605,0.2635051052574448,2,0.18595233504818617
71,1,-0.031636446257398025,-1.1516294690233584,-0.3270790731861112,1.8809331120475845,-0.023668853333469783,1,1.2088148088701842,-0.6033494925394205,-0.38267004897920676,-1.092332378969889,2,-0.04463671740615535
72,2,-0.03160065423780282,0.6605982823310067,-0.7942833478776539,-1.5168433258017477,1.3443530390086247,5,1.769505137726987,1.3232542299465555,-0.3933498984632722,-1.1771898109067689,2,0.9549342637955887
73,2,-0.031608010121908746,0.6366487941174768,-1.145626639769306,0.6987063101878251,1.1911371274337559,3,-0.4715050507665854,-0.07884152577264186,-0.40063597171990584,-0.5090748277081487,2,0.5935625639940618
74,2,-0.0316909710806365,-0.4159060815267237,-0.9546176805282724,0.04717382257637613,-0.10295326767987302,0,-0.40969539883276,0.370936772633282,0.4255408226590407,-0.44108921738959167,2,-2.0342361576773755
75,2,-0.0316680892334381,-0.5819902805616737,-0.7888121511602697,0.6354089867222557,0.8311194284741551,0,-1.1990579937937227,0.07564741769151881,0.8631973475664964,0.04208151503144834,2,-1.2332802100642382
76,2,-0.031637807884550874,-1.1014754642109066,0.8578325465671942,-0.8343548641482692,0.07928407377805198,1,0.9359687173145032,0.2871266636905301,-0.7377830334397995,2.6634225741884965,2,0.32420188278157147
77,2,-0.03163277542690749,-1.8286949494831115,-0.8627469235930367,-0.12341843560894433,-1.9184313991919493,1,1.2548643184012525,-0.3068670348618768,0.39736800606672457,0.29062307532691867,2,-0.11215293574560363
78,2,-0.03163329915397162,1.15622906932513,0.48774937528402834,1.162735405646549,1.5639587319572377,1,-0.5274092286062118,0.5052215571945271,-1.176577208382063,1.1418619017867353,2,0.3416301251182368
79,2,-0.03160228104721687,0.7244047180309219,-0.5247017610747468,-1.0653781519063783,0.49878493011812575,3,-0.4935223580284566,-2.2647914902440274,-0.2702344343031558,0.04788342837277025,2,0.996085363971831
80,1,-0.031552094909198254,0.6915709613592815,-1.0610027155151693,0.3645680996369368,0.19644718128952268,2,0.4355274126222147,-0.6078504190276938,-0.1938968387090923,-0.5499780625176084,2,2.4390489790771297
81,2,-0.0316140050110007,1.0015286882839056,-0.1765239893505802,-0.5655920401352171,0.8606625409576882,3,0.7024826838655682,1.8903566788134694,0.8312089294529423,-0.4661630427060318,0,0.7366880777481304
82,2,-0.031661727071655425,-0.450736760925187,0.23023504582656817,0.6558313307083158,-0.9845855215598676,4,-1.171061943528295,-1.4738858299935444,-1.9952953646114564,1.5220219764790295,0,-0.6714149466071889
83,1,-0.031653134723895374,-1.4379501514264046,1.306055478933517,1.0374305909671615,-1.4847317033780236,4,-0.298436559973687,0.008676489277116194,-0.930033106737641,-1.5050513065320201,2,-0.017325148575355578
84,2,-0.03159520962560806,0.5712937244661481,-0.48457768870064755,-0.7942506354317822,1.4057187901212538,3,-2.2355639469078223,-0.7175730047529334,0.8365648324258015,-0.4750311731769042,2,1.239731740169981
85,1,-0.0316981098250363,-1.311641392827765,0.2426674422424971,1.113220178648766,-1.8691664162251667,0,-0.2550393849613532,-0.9110199674878149,-0.11036903924335179,-1.266679620629752,2,-1.8487030842924719
86,2,-0.03160494677688427,-0.05534606101423859,-0.21799377587960114,0.7401959142858221,0.6965479994032895,3,1.5027989807754485,0.602448713668989,-0.7906837600583577,0.9782540474860938,2,1.016418655537661
87,2,-0.031681144797777866,0.5692696327226336,-0.9730984289665409,0.8663367313506043,1.3859288740814206,0,0.11186200553630465,0.1292155872297299,1.5039691427334392,-0.477456688219683,2,-1.7215399435113772
88,1,-0.03163553882203223,-2.1750319897576125,-0.4460879081339477,1.6036669494859508,-1.3602083348293885,1,-0.3512634436203064,0.4877679644788897,-0.10241827158435876,-1.2353360677499028,2,-0.056655203757767884
